Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description,Source,AssetStatus,ODPCategories,ODPCategories_Keywords
Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/primary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/dab35fc6f7f040189ecd4a0662b1ac8e_5.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,GEOJSON,,primary school;catchment;open data,,No licence,"<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Boundaries for primary school catchment areas in Perth &amp; Kinross excluding Roman Catholic schools.</SPAN></P><P><SPAN /></P></DIV>",ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school', 'schools'], 'Planning and Development': ['boundaries']}"
Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/primary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/dab35fc6f7f040189ecd4a0662b1ac8e_5.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,ZIP,,primary school;catchment;open data,,No licence,"<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Boundaries for primary school catchment areas in Perth &amp; Kinross excluding Roman Catholic schools.</SPAN></P><P><SPAN /></P></DIV>",ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school', 'schools'], 'Planning and Development': ['boundaries']}"
Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/primary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/dab35fc6f7f040189ecd4a0662b1ac8e_5.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,KML,,primary school;catchment;open data,,No licence,"<DIV STYLE=""text-align:Left;font-size:12pt""><P><SPAN>Boundaries for primary school catchment areas in Perth &amp; Kinross excluding Roman Catholic schools.</SPAN></P><P><SPAN /></P></DIV>",ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school', 'schools'], 'Planning and Development': ['boundaries']}"
Public toilets & comfort schemes,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/public-toilets-comfort-schemes,https://open-data-perth-kinross.hub.arcgis.com/maps/4d832f443ed74916af891e2bff6d7c25_5,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,41537,B,HTML,,public convenience;toilet,,No licence,"<div style='text-align:Left; font-size:12pt;'><p><span>The location of Public toilets and comfort schemes (free to use public toilets through partnerships with local service providers such as hotels, pubs and public buildings) within the Perth and Kinross area. This data supports a web map so the information can be provided to the public.</span></p></div>",ckan API,,Food and Environment;Housing and Estates;Planning and Development;Tourism,"{'Food and Environment': ['public toilets', 'toilets'], 'Housing and Estates': ['buildings'], 'Planning and Development': ['buildings'], 'Tourism': ['hotels', 'public toilets']}"
Public toilets & comfort schemes,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/public-toilets-comfort-schemes,https://services-eu1.arcgis.com/WD0cvOmDKf7CA0Xy/arcgis/rest/services/PUBLICTOILETS_COMFORTSCHEMES/FeatureServer/5,ArcGIS GeoService,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,7647,B,ARCGIS GEOSERVICE,,public convenience;toilet,,No licence,"<div style='text-align:Left; font-size:12pt;'><p><span>The location of Public toilets and comfort schemes (free to use public toilets through partnerships with local service providers such as hotels, pubs and public buildings) within the Perth and Kinross area. This data supports a web map so the information can be provided to the public.</span></p></div>",ckan API,,Food and Environment;Housing and Estates;Planning and Development;Tourism,"{'Food and Environment': ['public toilets', 'toilets'], 'Housing and Estates': ['buildings'], 'Planning and Development': ['buildings'], 'Tourism': ['hotels', 'public toilets']}"
Public toilets & comfort schemes,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/public-toilets-comfort-schemes,https://open-data-perth-kinross.hub.arcgis.com/datasets/4d832f443ed74916af891e2bff6d7c25_5.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,CSV,,public convenience;toilet,,No licence,"<div style='text-align:Left; font-size:12pt;'><p><span>The location of Public toilets and comfort schemes (free to use public toilets through partnerships with local service providers such as hotels, pubs and public buildings) within the Perth and Kinross area. This data supports a web map so the information can be provided to the public.</span></p></div>",ckan API,,Food and Environment;Housing and Estates;Planning and Development;Tourism,"{'Food and Environment': ['public toilets', 'toilets'], 'Housing and Estates': ['buildings'], 'Planning and Development': ['buildings'], 'Tourism': ['hotels', 'public toilets']}"
Public toilets & comfort schemes,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/public-toilets-comfort-schemes,https://open-data-perth-kinross.hub.arcgis.com/datasets/4d832f443ed74916af891e2bff6d7c25_5.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,GEOJSON,,public convenience;toilet,,No licence,"<div style='text-align:Left; font-size:12pt;'><p><span>The location of Public toilets and comfort schemes (free to use public toilets through partnerships with local service providers such as hotels, pubs and public buildings) within the Perth and Kinross area. This data supports a web map so the information can be provided to the public.</span></p></div>",ckan API,,Food and Environment;Housing and Estates;Planning and Development;Tourism,"{'Food and Environment': ['public toilets', 'toilets'], 'Housing and Estates': ['buildings'], 'Planning and Development': ['buildings'], 'Tourism': ['hotels', 'public toilets']}"
Public toilets & comfort schemes,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/public-toilets-comfort-schemes,https://open-data-perth-kinross.hub.arcgis.com/datasets/4d832f443ed74916af891e2bff6d7c25_5.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,ZIP,,public convenience;toilet,,No licence,"<div style='text-align:Left; font-size:12pt;'><p><span>The location of Public toilets and comfort schemes (free to use public toilets through partnerships with local service providers such as hotels, pubs and public buildings) within the Perth and Kinross area. This data supports a web map so the information can be provided to the public.</span></p></div>",ckan API,,Food and Environment;Housing and Estates;Planning and Development;Tourism,"{'Food and Environment': ['public toilets', 'toilets'], 'Housing and Estates': ['buildings'], 'Planning and Development': ['buildings'], 'Tourism': ['hotels', 'public toilets']}"
Public toilets & comfort schemes,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/public-toilets-comfort-schemes,https://open-data-perth-kinross.hub.arcgis.com/datasets/4d832f443ed74916af891e2bff6d7c25_5.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,KML,,public convenience;toilet,,No licence,"<div style='text-align:Left; font-size:12pt;'><p><span>The location of Public toilets and comfort schemes (free to use public toilets through partnerships with local service providers such as hotels, pubs and public buildings) within the Perth and Kinross area. This data supports a web map so the information can be provided to the public.</span></p></div>",ckan API,,Food and Environment;Housing and Estates;Planning and Development;Tourism,"{'Food and Environment': ['public toilets', 'toilets'], 'Housing and Estates': ['buildings'], 'Planning and Development': ['buildings'], 'Tourism': ['hotels', 'public toilets']}"
Pullar House Energy Usage,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/pullar-house-energy-usage,https://data.pkc.gov.uk/dataset/e5ebd755-1798-4bd9-9563-f0259dab5847/resource/68980ba4-e73c-4cca-a4ab-8c5da469d384/download/599feb3b72990800040000c4.csv,01/07/17 - 19/07/17,2017-08-23T00:00:00.000Z,2019-06-25T00:00:00.000Z,7008,B,CSV,,,,Open Government Licence v3.0,A snapshot of Pullar House's energy usage by kW/h over July 2017.,ckan API,,Housing and Estates;Planning and Development,"{'Housing and Estates': ['energy'], 'Planning and Development': ['energy']}"
Recycle Centres and Points,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/recycle-centres-and-points,https://open-data-perth-kinross.hub.arcgis.com/maps/a8180c26391c419faf89e17cd56ea241_6,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,41393,B,HTML,,recycling,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Council recycling facilities in PKC</span></p></div>,ckan API,,Council and Government;Food and Environment,"{'Council and Government': ['council'], 'Food and Environment': ['recycling']}"
Recycle Centres and Points,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/recycle-centres-and-points,https://services-eu1.arcgis.com/WD0cvOmDKf7CA0Xy/arcgis/rest/services/Recycle_Centres_and_Points/FeatureServer/6,ArcGIS GeoService,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,6353,B,ARCGIS GEOSERVICE,,recycling,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Council recycling facilities in PKC</span></p></div>,ckan API,,Council and Government;Food and Environment,"{'Council and Government': ['council'], 'Food and Environment': ['recycling']}"
Recycle Centres and Points,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/recycle-centres-and-points,https://open-data-perth-kinross.hub.arcgis.com/datasets/a8180c26391c419faf89e17cd56ea241_6.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,CSV,,recycling,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Council recycling facilities in PKC</span></p></div>,ckan API,,Council and Government;Food and Environment,"{'Council and Government': ['council'], 'Food and Environment': ['recycling']}"
Recycle Centres and Points,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/recycle-centres-and-points,https://open-data-perth-kinross.hub.arcgis.com/datasets/a8180c26391c419faf89e17cd56ea241_6.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,GEOJSON,,recycling,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Council recycling facilities in PKC</span></p></div>,ckan API,,Council and Government;Food and Environment,"{'Council and Government': ['council'], 'Food and Environment': ['recycling']}"
Recycle Centres and Points,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/recycle-centres-and-points,https://open-data-perth-kinross.hub.arcgis.com/datasets/a8180c26391c419faf89e17cd56ea241_6.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,ZIP,,recycling,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Council recycling facilities in PKC</span></p></div>,ckan API,,Council and Government;Food and Environment,"{'Council and Government': ['council'], 'Food and Environment': ['recycling']}"
Recycle Centres and Points,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/recycle-centres-and-points,https://open-data-perth-kinross.hub.arcgis.com/datasets/a8180c26391c419faf89e17cd56ea241_6.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,KML,,recycling,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Council recycling facilities in PKC</span></p></div>,ckan API,,Council and Government;Food and Environment,"{'Council and Government': ['council'], 'Food and Environment': ['recycling']}"
Roads defects and maintenance,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roads-defects,https://data.pkc.gov.uk/dataset/3dc3aa62-d6a6-4f54-93ab-6d434bf64713/resource/5425064c-da6e-471b-9ead-f9d8b2cd143e/download/roads-defects-open-data-2018-19-financial-year.csv,Roads defects open data 2018-19 financial year.csv,2018-12-05T00:00:00.000Z,2020-07-13T00:00:00.000Z,986631,B,CSV,,lgcs transport infrastructure;roads;safety;transport;potholes,,Open Government Licence v3.0,"Summary of roads defects and maintenance carried out in financial year 2018-19. The data should be considered in conjunction with the accompanying PDF of the ""Road Safety Inspection and Defect Categorisation Policy"" which defines the standards for safety inspections on public roads in the Perth and Kinross Council area including the nature and priority of response to defects encountered.",ckan API,,Budget / Finance;Business and Economy;Council and Government;Elections / Politics;Planning and Development;Public Safety;Transportation,"{'Budget / Finance': ['financial year'], 'Business and Economy': ['financial'], 'Council and Government': ['council'], 'Elections / Politics': ['council area'], 'Planning and Development': ['council area'], 'Public Safety': ['road safety', 'safety'], 'Transportation': ['road', 'road safety', 'roads']}"
Roads defects and maintenance,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roads-defects,https://data.pkc.gov.uk/dataset/3dc3aa62-d6a6-4f54-93ab-6d434bf64713/resource/f899908c-77ff-4a64-aed8-c1b712c5deca/download/road-defects-policy-doc-pkc.pdf,Road Safety Inspection and Defect Categorisation Policy,2018-12-05T00:00:00.000Z,2020-07-13T00:00:00.000Z,232430,B,PDF,,lgcs transport infrastructure;roads;safety;transport;potholes,,Open Government Licence v3.0,"Summary of roads defects and maintenance carried out in financial year 2018-19. The data should be considered in conjunction with the accompanying PDF of the ""Road Safety Inspection and Defect Categorisation Policy"" which defines the standards for safety inspections on public roads in the Perth and Kinross Council area including the nature and priority of response to defects encountered.",ckan API,,Budget / Finance;Business and Economy;Council and Government;Elections / Politics;Planning and Development;Public Safety;Transportation,"{'Budget / Finance': ['financial year'], 'Business and Economy': ['financial'], 'Council and Government': ['council'], 'Elections / Politics': ['council area'], 'Planning and Development': ['council area'], 'Public Safety': ['road safety', 'safety'], 'Transportation': ['road', 'road safety', 'roads']}"
Roman Catholic Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-primary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/maps/ecc419ba3bd14db9b0aac0a362f80a3d_6,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,41414,B,HTML,,roman catholic;primary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundaries for Roman Catholic primary school catchment areas</span></p></div>,ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school'], 'Planning and Development': ['boundaries']}"
Roman Catholic Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-primary-school-catchments1,https://services-eu1.arcgis.com/WD0cvOmDKf7CA0Xy/arcgis/rest/services/Roman_Catholic_Primary_School_Catchments/FeatureServer/6,ArcGIS GeoService,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,6416,B,ARCGIS GEOSERVICE,,roman catholic;primary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundaries for Roman Catholic primary school catchment areas</span></p></div>,ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school'], 'Planning and Development': ['boundaries']}"
Roman Catholic Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-primary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/ecc419ba3bd14db9b0aac0a362f80a3d_6.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,CSV,,roman catholic;primary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundaries for Roman Catholic primary school catchment areas</span></p></div>,ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school'], 'Planning and Development': ['boundaries']}"
Roman Catholic Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-primary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/ecc419ba3bd14db9b0aac0a362f80a3d_6.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,GEOJSON,,roman catholic;primary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundaries for Roman Catholic primary school catchment areas</span></p></div>,ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school'], 'Planning and Development': ['boundaries']}"
Roman Catholic Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-primary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/ecc419ba3bd14db9b0aac0a362f80a3d_6.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,ZIP,,roman catholic;primary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundaries for Roman Catholic primary school catchment areas</span></p></div>,ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school'], 'Planning and Development': ['boundaries']}"
Roman Catholic Primary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-primary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/ecc419ba3bd14db9b0aac0a362f80a3d_6.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,KML,,roman catholic;primary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundaries for Roman Catholic primary school catchment areas</span></p></div>,ckan API,,Council and Government;Education;Planning and Development,"{'Council and Government': ['boundaries'], 'Education': ['school'], 'Planning and Development': ['boundaries']}"
Roman Catholic Secondary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-secondary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/maps/c5723e566cc84584b1d8cfe7d2d9a3bf_6,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,41489,B,HTML,,roman catholic;secondary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundary for the Roman Catholic secondary school catchment area</span></p></div>,ckan API,,Education,{'Education': ['school']}
Roman Catholic Secondary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-secondary-school-catchments1,https://services-eu1.arcgis.com/WD0cvOmDKf7CA0Xy/arcgis/rest/services/Roman_Catholic_Secondary_School_Catchments/FeatureServer/6,ArcGIS GeoService,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,6320,B,ARCGIS GEOSERVICE,,roman catholic;secondary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundary for the Roman Catholic secondary school catchment area</span></p></div>,ckan API,,Education,{'Education': ['school']}
Roman Catholic Secondary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-secondary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/c5723e566cc84584b1d8cfe7d2d9a3bf_6.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,CSV,,roman catholic;secondary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundary for the Roman Catholic secondary school catchment area</span></p></div>,ckan API,,Education,{'Education': ['school']}
Roman Catholic Secondary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-secondary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/c5723e566cc84584b1d8cfe7d2d9a3bf_6.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,GEOJSON,,roman catholic;secondary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundary for the Roman Catholic secondary school catchment area</span></p></div>,ckan API,,Education,{'Education': ['school']}
Roman Catholic Secondary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-secondary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/c5723e566cc84584b1d8cfe7d2d9a3bf_6.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,ZIP,,roman catholic;secondary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundary for the Roman Catholic secondary school catchment area</span></p></div>,ckan API,,Education,{'Education': ['school']}
Roman Catholic Secondary School Catchments,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/roman-catholic-secondary-school-catchments1,https://open-data-perth-kinross.hub.arcgis.com/datasets/c5723e566cc84584b1d8cfe7d2d9a3bf_6.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,KML,,roman catholic;secondary school catchments,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Boundary for the Roman Catholic secondary school catchment area</span></p></div>,ckan API,,Education,{'Education': ['school']}
School Locations,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/school-locations1,https://open-data-perth-kinross.hub.arcgis.com/maps/003057f599074cfca285d77a52c23330_55,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,41398,B,HTML,,schools,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Schools operated by Perth and Kinross Council</span></p></div>,ckan API,,Council and Government;Education,"{'Council and Government': ['council'], 'Education': ['school', 'schools']}"
School Locations,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/school-locations1,https://services-eu1.arcgis.com/WD0cvOmDKf7CA0Xy/arcgis/rest/services/School_Locations/FeatureServer/55,ArcGIS GeoService,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,6230,B,ARCGIS GEOSERVICE,,schools,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Schools operated by Perth and Kinross Council</span></p></div>,ckan API,,Council and Government;Education,"{'Council and Government': ['council'], 'Education': ['school', 'schools']}"
School Locations,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/school-locations1,https://open-data-perth-kinross.hub.arcgis.com/datasets/003057f599074cfca285d77a52c23330_55.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,CSV,,schools,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Schools operated by Perth and Kinross Council</span></p></div>,ckan API,,Council and Government;Education,"{'Council and Government': ['council'], 'Education': ['school', 'schools']}"
School Locations,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/school-locations1,https://open-data-perth-kinross.hub.arcgis.com/datasets/003057f599074cfca285d77a52c23330_55.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,GEOJSON,,schools,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Schools operated by Perth and Kinross Council</span></p></div>,ckan API,,Council and Government;Education,"{'Council and Government': ['council'], 'Education': ['school', 'schools']}"
School Locations,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/school-locations1,https://open-data-perth-kinross.hub.arcgis.com/datasets/003057f599074cfca285d77a52c23330_55.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,ZIP,,schools,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Schools operated by Perth and Kinross Council</span></p></div>,ckan API,,Council and Government;Education,"{'Council and Government': ['council'], 'Education': ['school', 'schools']}"
School Locations,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/school-locations1,https://open-data-perth-kinross.hub.arcgis.com/datasets/003057f599074cfca285d77a52c23330_55.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,KML,,schools,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of Schools operated by Perth and Kinross Council</span></p></div>,ckan API,,Council and Government;Education,"{'Council and Government': ['council'], 'Education': ['school', 'schools']}"
Scottish Index of Multiple Deprivation (SIMD) 2020,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/scottish-index-of-multiple-deprivation-simd-2020,https://data.pkc.gov.uk/dataset/7901441c-1759-40e0-b067-d66f76daaad2/resource/cb9f7eb8-b4e0-4f2e-8db0-171697fbbcc3/download/simd_2020v2_perthandkinrossextractdeciles.csv,SIMD2020 for Perth and Kinross,2022-07-06T00:00:00.000Z,2022-07-06T00:00:00.000Z,46737,B,CSV,,simd;poverty,,Open Government Licence v3.0,"The Scottish Index of Multiple Deprivation 2020 is the Scottish Government’s official tool for identifying those places in Scotland suffering from deprivation. It incorporates several different aspects of deprivation (employment, income, health, education, skills and training, geographic access, crime and housing), combining them into a single index.",ckan API,,Business and Economy;Education;Health and Social Care;Housing and Estates;Law and Licensing;Planning and Development;Public Safety,"{'Business and Economy': ['deprivation', 'employment', 'income', 'scottish index of multiple deprivation', 'simd'], 'Education': ['education'], 'Health and Social Care': ['health'], 'Housing and Estates': ['housing'], 'Law and Licensing': ['crime'], 'Planning and Development': ['housing'], 'Public Safety': ['crime']}"
Scottish Vacant and Derelict Land Survey 2015,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/scottish-vacant-and-derelict-land-survey-20151,https://open-data-perth-kinross.hub.arcgis.com/maps/aec2b52620694b17a3b993864540958a_4,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,41444,B,HTML,,2015;derelict;land;scottish;vacant,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>A survey issued by the Scottish Government to establish the extent &amp; state of vacant &amp; derelict land in Scotland. Local Authorities return data to the SG for checking. See https://www.gov.scot/binaries/content/documents/govscot/publications/statistics/2019/08/scottish-vacant-and-derelict-land-survey-guidance-notes/documents/scottish-vacant-and-derelict-land-survey-guidance-notes/scottish-vacant-and-derelict-land-survey-guidance-notes/govscot%3Adocument/Scottish%2BVacant%2Band%2BDerelict%2BLand%2BSurvey%2B2020%2B-%2BAdmin%2B-%2BGuidance.pdf</span></p></div>,ckan API,,Food and Environment;Housing and Estates,"{'Food and Environment': ['land'], 'Housing and Estates': ['scottish vacant and derelict land', 'vacant and derelict land']}"
